Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations,Hospitalizations rate,Deaths,Deaths rate
"March 26, 2020",Brant County Health Unit,2,3,1.3,0,0,0,0,0,0,0
"March 27, 2020",Brant County Health Unit,1,3,0.7,2,0,1.3,0,0,0,0
"March 28, 2020",Brant County Health Unit,1,2,0.7,3,1,2,1,0.7,0,0
"March 29, 2020",Brant County Health Unit,1,2,0.7,3,1,2,1,0.7,0,0
"March 30, 2020",Brant County Health Unit,3,2,2,3,2,2,0,0,0,0
"March 31, 2020",Brant County Health Unit,1,2,0.7,2,2,1.3,0,0,0,0
"April 1, 2020",Brant County Health Unit,4,2,2.6,12,2,7.8,1,0.7,0,0
"April 2, 2020",Brant County Health Unit,1,2,0.7,6,4,3.9,0,0,1,0.7
"April 3, 2020",Brant County Health Unit,1,2,0.7,12,4,7.8,0,0,0,0
"April 4, 2020",Brant County Health Unit,3,2,2,2,6,1.3,0,0,0,0
"April 5, 2020",Brant County Health Unit,2,2,1.3,1,6,0.7,0,0,0,0
"April 6, 2020",Brant County Health Unit,3,2,2,0,5,0,2,1.3,0,0
"April 7, 2020",Brant County Health Unit,2,2,1.3,1,5,0.7,0,0,0,0
"April 8, 2020",Brant County Health Unit,2,2,1.3,6,5,3.9,2,1.3,0,0
"April 9, 2020",Brant County Health Unit,2,2,1.3,6,4,3.9,0,0,0,0
"April 10, 2020",Brant County Health Unit,2,2,1.3,1,4,0.7,0,0,0,0
"April 11, 2020",Brant County Health Unit,0,2,0,2,2,1.3,0,0,0,0
"April 12, 2020",Brant County Health Unit,3,2,2,1,2,0.7,0,0,0,0
"April 13, 2020",Brant County Health Unit,2,2,1.3,3,2,2,1,0.7,0,0
"April 14, 2020",Brant County Health Unit,2,2,1.3,0,3,0,1,0.7,1,0.7
"April 15, 2020",Brant County Health Unit,1,2,0.7,1,3,0.7,0,0,1,0.7
"April 16, 2020",Brant County Health Unit,1,2,0.7,0,2,0,0,0,0,0
"April 17, 2020",Brant County Health Unit,4,2,2.6,4,1,2.6,1,0.7,1,0.7
"April 18, 2020",Brant County Health Unit,1,2,0.7,0,2,0,0,0,0,0
"April 19, 2020",Brant County Health Unit,0,2,0,3,1,2,0,0,0,0
"April 20, 2020",Brant County Health Unit,4,2,2.6,2,2,1.3,2,1.3,0,0
"April 21, 2020",Brant County Health Unit,2,2,1.3,0,1,0,0,0,0,0
"April 22, 2020",Brant County Health Unit,2,2,1.3,1,1,0.7,0,0,0,0
"April 23, 2020",Brant County Health Unit,0,2,0,7,1,4.6,0,0,0,0
"April 24, 2020",Brant County Health Unit,0,2,0,2,2,1.3,0,0,0,0
"April 25, 2020",Brant County Health Unit,0,1,0,1,2,0.7,0,0,0,0
"April 26, 2020",Brant County Health Unit,0,1,0,3,2,2,0,0,0,0
"April 27, 2020",Brant County Health Unit,4,1,2.6,2,2,1.3,0,0,0,0
"April 28, 2020",Brant County Health Unit,0,1,0,0,2,0,0,0,0,0
"April 29, 2020",Brant County Health Unit,0,1,0,2,2,1.3,0,0,0,0
"April 30, 2020",Brant County Health Unit,0,1,0,2,2,1.3,0,0,0,0
"May 1, 2020",Brant County Health Unit,1,1,0.7,1,2,0.7,0,0,0,0
"May 2, 2020",Brant County Health Unit,0,1,0,0,2,0,0,0,0,0
"May 3, 2020",Brant County Health Unit,0,1,0,1,1,0.7,0,0,0,0
"May 4, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"May 5, 2020",Brant County Health Unit,0,0,0,0,1,0,1,0.7,0,0
"May 6, 2020",Brant County Health Unit,0,0,0,1,1,0.7,0,0,0,0
"May 7, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"May 8, 2020",Brant County Health Unit,1,0,0.7,0,0,0,0,0,0,0
"May 9, 2020",Brant County Health Unit,1,0,0.7,2,0,1.3,1,0.7,0,0
"May 10, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"May 11, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"May 12, 2020",Brant County Health Unit,0,0,0,1,0,0.7,0,0,0,0
"May 13, 2020",Brant County Health Unit,2,0,1.3,0,1,0,0,0,0,0
"May 14, 2020",Brant County Health Unit,0,1,0,0,0,0,0,0,0,0
"May 15, 2020",Brant County Health Unit,0,1,0,0,0,0,0,0,0,0
"May 16, 2020",Brant County Health Unit,2,1,1.3,0,0,0,0,0,0,0
"May 17, 2020",Brant County Health Unit,1,1,0.7,0,0,0,0,0,0,0
"May 18, 2020",Brant County Health Unit,0,1,0,1,0,0.7,0,0,0,0
"May 19, 2020",Brant County Health Unit,1,1,0.7,0,0,0,0,0,0,0
"May 20, 2020",Brant County Health Unit,1,1,0.7,1,0,0.7,0,0,0,0
"May 21, 2020",Brant County Health Unit,1,1,0.7,1,0,0.7,0,0,0,0
"May 22, 2020",Brant County Health Unit,0,1,0,2,0,1.3,0,0,0,0
"May 23, 2020",Brant County Health Unit,0,1,0,1,1,0.7,0,0,0,0
"May 24, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"May 25, 2020",Brant County Health Unit,0,0,0,1,1,0.7,0,0,0,0
"May 26, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"May 27, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"May 28, 2020",Brant County Health Unit,0,0,0,2,1,1.3,0,0,0,0
"May 29, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"May 30, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"May 31, 2020",Brant County Health Unit,0,0,0,1,0,0.7,0,0,0,0
"June 1, 2020",Brant County Health Unit,2,0,1.3,0,1,0,0,0,0,0
"June 2, 2020",Brant County Health Unit,0,1,0,2,0,1.3,0,0,0,0
"June 3, 2020",Brant County Health Unit,1,1,0.7,0,1,0,0,0,0,0
"June 4, 2020",Brant County Health Unit,1,1,0.7,0,1,0,0,0,0,0
"June 5, 2020",Brant County Health Unit,0,1,0,1,0,0.7,0,0,0,0
"June 6, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"June 7, 2020",Brant County Health Unit,1,1,0.7,1,1,0.7,0,0,0,0
"June 8, 2020",Brant County Health Unit,2,1,1.3,2,1,1.3,0,0,0,0
"June 9, 2020",Brant County Health Unit,0,1,0,1,1,0.7,0,0,0,0
"June 10, 2020",Brant County Health Unit,0,1,0,1,1,0.7,0,0,0,0
"June 11, 2020",Brant County Health Unit,1,1,0.7,0,1,0,0,0,0,0
"June 12, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"June 13, 2020",Brant County Health Unit,1,1,0.7,0,1,0,0,0,0,0
"June 14, 2020",Brant County Health Unit,1,1,0.7,1,1,0.7,0,0,0,0
"June 15, 2020",Brant County Health Unit,0,1,0,2,1,1.3,0,0,0,0
"June 16, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"June 17, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"June 18, 2020",Brant County Health Unit,2,0,1.3,0,0,0,0,0,0,0
"June 19, 2020",Brant County Health Unit,0,1,0,1,0,0.7,0,0,0,0
"June 20, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"June 21, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"June 22, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"June 23, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"June 24, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"June 25, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"June 26, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"June 27, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"June 28, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"June 29, 2020",Brant County Health Unit,0,0,0,1,0,0.7,0,0,0,0
"June 30, 2020",Brant County Health Unit,2,0,1.3,0,0,0,0,0,0,0
"July 1, 2020",Brant County Health Unit,2,0,1.3,0,0,0,0,0,0,0
"July 2, 2020",Brant County Health Unit,0,1,0,0,0,0,0,0,0,0
"July 3, 2020",Brant County Health Unit,2,1,1.3,0,0,0,0,0,0,0
"July 4, 2020",Brant County Health Unit,1,1,0.7,1,0,0.7,0,0,0,0
"July 5, 2020",Brant County Health Unit,2,1,1.3,1,0,0.7,0,0,0,0
"July 6, 2020",Brant County Health Unit,1,1,0.7,0,0,0,0,0,0,0
"July 7, 2020",Brant County Health Unit,2,1,1.3,0,0,0,0,0,0,0
"July 8, 2020",Brant County Health Unit,1,1,0.7,0,0,0,0,0,0,0
"July 9, 2020",Brant County Health Unit,0,1,0,1,0,0.7,0,0,0,0
"July 10, 2020",Brant County Health Unit,0,1,0,1,0,0.7,0,0,0,0
"July 11, 2020",Brant County Health Unit,1,1,0.7,5,1,3.3,0,0,0,0
"July 12, 2020",Brant County Health Unit,1,1,0.7,4,1,2.6,1,0.7,0,0
"July 13, 2020",Brant County Health Unit,1,1,0.7,0,2,0,0,0,0,0
"July 14, 2020",Brant County Health Unit,0,1,0,2,2,1.3,0,0,0,0
"July 15, 2020",Brant County Health Unit,0,1,0,0,2,0,0,0,0,0
"July 16, 2020",Brant County Health Unit,0,0,0,0,2,0,0,0,0,0
"July 17, 2020",Brant County Health Unit,1,0,0.7,0,2,0,0,0,0,0
"July 18, 2020",Brant County Health Unit,1,1,0.7,0,2,0,0,0,0,0
"July 19, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"July 20, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"July 21, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"July 22, 2020",Brant County Health Unit,1,0,0.7,1,0,0.7,0,0,0,0
"July 23, 2020",Brant County Health Unit,1,0,0.7,0,0,0,0,0,0,0
"July 24, 2020",Brant County Health Unit,2,1,1.3,0,0,0,0,0,0,0
"July 25, 2020",Brant County Health Unit,1,1,0.7,2,0,1.3,0,0,0,0
"July 26, 2020",Brant County Health Unit,0,1,0,0,0,0,0,0,0,0
"July 27, 2020",Brant County Health Unit,3,1,2,2,0,1.3,0,0,0,0
"July 28, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"July 29, 2020",Brant County Health Unit,1,1,0.7,1,1,0.7,0,0,0,0
"July 30, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"July 31, 2020",Brant County Health Unit,0,1,0,5,1,3.3,0,0,0,0
"August 1, 2020",Brant County Health Unit,1,1,0.7,1,1,0.7,0,0,0,0
"August 2, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"August 3, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"August 4, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"August 5, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"August 6, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"August 7, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"August 8, 2020",Brant County Health Unit,1,0,0.7,2,0,1.3,0,0,0,0
"August 9, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"August 10, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,1,0.7
"August 11, 2020",Brant County Health Unit,2,0,1.3,2,0,1.3,0,0,0,0
"August 12, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"August 13, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"August 14, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"August 15, 2020",Brant County Health Unit,2,1,1.3,0,1,0,0,0,0,0
"August 16, 2020",Brant County Health Unit,2,1,1.3,0,0,0,0,0,0,0
"August 17, 2020",Brant County Health Unit,3,1,2,1,0,0.7,0,0,0,0
"August 18, 2020",Brant County Health Unit,1,1,0.7,1,0,0.7,0,0,0,0
"August 19, 2020",Brant County Health Unit,1,1,0.7,3,0,2,0,0,0,0
"August 20, 2020",Brant County Health Unit,0,1,0,1,1,0.7,0,0,0,0
"August 21, 2020",Brant County Health Unit,1,1,0.7,3,1,2,0,0,0,0
"August 22, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"August 23, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"August 24, 2020",Brant County Health Unit,1,1,0.7,0,1,0,0,0,0,0
"August 25, 2020",Brant County Health Unit,0,1,0,0,1,0,0,0,0,0
"August 26, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"August 27, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"August 28, 2020",Brant County Health Unit,1,0,0.7,0,0,0,0,0,0,0
"August 29, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"August 30, 2020",Brant County Health Unit,0,0,0,1,0,0.7,0,0,0,0
"August 31, 2020",Brant County Health Unit,1,0,0.7,1,0,0.7,0,0,0,0
"September 1, 2020",Brant County Health Unit,0,0,0,0,0,0,0,0,0,0
"September 2, 2020",Brant County Health Unit,0,0,0,1,0,0.7,0,0,0,0
"September 3, 2020",Brant County Health Unit,0,0,0,1,0,0.7,0,0,0,0
"September 4, 2020",Brant County Health Unit,1,0,0.7,1,1,0.7,0,0,0,0
"September 5, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"September 6, 2020",Brant County Health Unit,0,0,0,1,1,0.7,0,0,0,0
"September 7, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"September 8, 2020",Brant County Health Unit,0,0,0,0,1,0,0,0,0,0
"September 9, 2020",Brant County Health Unit,1,0,0.7,0,1,0,0,0,0,0
"September 10, 2020",Brant County Health Unit,1,0,0.7,0,0,0,0,0,0,0
"September 11, 2020",Brant County Health Unit,1,1,0.7,1,0,0.7,0,0,0,0
"September 12, 2020",Brant County Health Unit,0,1,0,0,0,0,0,0,0,0
"September 13, 2020",Brant County Health Unit,0,1,0,0,0,0,0,0,0,0
"September 14, 2020",Brant County Health Unit,1,1,0.7,0,0,0,0,0,0,0
"September 15, 2020",Brant County Health Unit,4,1,2.6,1,0,0.7,0,0,0,0
"September 16, 2020",Brant County Health Unit,1,1,0.7,2,0,1.3,0,0,0,0
"September 17, 2020",Brant County Health Unit,1,1,0.7,1,1,0.7,0,0,0,0
"September 18, 2020",Brant County Health Unit,5,1,3.3,3,1,2,0,0,0,0
"September 19, 2020",Brant County Health Unit,1,2,0.7,1,1,0.7,0,0,0,0
"September 20, 2020",Brant County Health Unit,3,2,2,0,1,0,0,0,0,0
"September 21, 2020",Brant County Health Unit,5,2,3.3,0,1,0,0,0,0,0
"September 22, 2020",Brant County Health Unit,1,3,0.7,5,1,3.3,0,0,0,0
"September 23, 2020",Brant County Health Unit,1,2,0.7,1,2,0.7,0,0,0,0
"September 24, 2020",Brant County Health Unit,1,2,0.7,3,2,2,0,0,0,0
"September 25, 2020",Brant County Health Unit,3,2,2,1,2,0.7,0,0,0,0
"September 26, 2020",Brant County Health Unit,1,2,0.7,1,2,0.7,0,0,0,0
"September 27, 2020",Brant County Health Unit,1,2,0.7,0,2,0,0,0,0,0
"September 28, 2020",Brant County Health Unit,0,2,0,0,2,0,0,0,0,0
"September 29, 2020",Brant County Health Unit,3,1,2,6,2,3.9,0,0,0,0
"September 30, 2020",Brant County Health Unit,1,1,0.7,2,2,1.3,0,0,0,0
"October 1, 2020",Brant County Health Unit,0,1,0,0,2,0,0,0,0,0
"October 2, 2020",Brant County Health Unit,2,1,1.3,1,1,0.7,0,0,0,0
"October 3, 2020",Brant County Health Unit,1,1,0.7,2,1,1.3,0,0,0,0
"October 4, 2020",Brant County Health Unit,2,1,1.3,4,2,2.6,0,0,0,0
"October 5, 2020",Brant County Health Unit,4,1,2.6,1,2,0.7,0,0,0,0
"October 6, 2020",Brant County Health Unit,6,2,3.9,1,2,0.7,0,0,0,0
"October 7, 2020",Brant County Health Unit,4,2,2.6,4,2,2.6,0,0,0,0
"October 8, 2020",Brant County Health Unit,5,3,3.3,2,2,1.3,1,0.7,0,0
"October 9, 2020",Brant County Health Unit,3,3,2,5,2,3.3,1,0.7,0,0
"October 10, 2020",Brant County Health Unit,5,4,3.3,2,3,1.3,0,0,0,0
"October 11, 2020",Brant County Health Unit,9,4,5.9,2,3,1.3,0,0,0,0
"October 12, 2020",Brant County Health Unit,3,5,2,5,2,3.3,0,0,0,0
"October 13, 2020",Brant County Health Unit,4,5,2.6,14,3,9.1,0,0,0,0
"October 14, 2020",Brant County Health Unit,10,5,6.5,5,5,3.3,0,0,0,0
"October 15, 2020",Brant County Health Unit,2,6,1.3,5,5,3.3,0,0,0,0
"October 16, 2020",Brant County Health Unit,6,5,3.9,6,5,3.9,0,0,0,0
"October 17, 2020",Brant County Health Unit,4,6,2.6,1,6,0.7,0,0,0,0
"October 18, 2020",Brant County Health Unit,5,5,3.3,6,5,3.9,0,0,0,0
"October 19, 2020",Brant County Health Unit,6,5,3.9,10,6,6.5,0,0,0,0
"October 20, 2020",Brant County Health Unit,6,5,3.9,4,7,2.6,0,0,0,0
"October 21, 2020",Brant County Health Unit,3,6,2,2,5,1.3,0,0,0,0
"October 22, 2020",Brant County Health Unit,7,5,4.6,8,5,5.2,0,0,0,0
"October 23, 2020",Brant County Health Unit,8,5,5.2,5,5,3.3,1,0.7,0,0
"October 24, 2020",Brant County Health Unit,8,6,5.2,3,5,2,1,0.7,0,0
"October 25, 2020",Brant County Health Unit,10,6,6.5,9,5,5.9,0,0,0,0
"October 26, 2020",Brant County Health Unit,5,7,3.3,6,6,3.9,0,0,0,0
"October 27, 2020",Brant County Health Unit,16,7,10.4,7,5,4.6,0,0,0,0
"October 28, 2020",Brant County Health Unit,10,8,6.5,4,6,2.6,0,0,0,0
"October 29, 2020",Brant County Health Unit,3,9,2,5,6,3.3,2,1.3,0,0
"October 30, 2020",Brant County Health Unit,5,9,3.3,13,6,8.5,0,0,0,0
"October 31, 2020",Brant County Health Unit,16,8,10.4,11,7,7.2,0,0,0,0
"November 1, 2020",Brant County Health Unit,7,9,4.6,6,8,3.9,1,0.7,0,0
"November 2, 2020",Brant County Health Unit,5,9,3.3,14,7,9.1,0,0,0,0
"November 3, 2020",Brant County Health Unit,9,9,5.9,6,9,3.9,0,0,0,0
"November 4, 2020",Brant County Health Unit,6,8,3.9,2,8,1.3,0,0,0,0
"November 5, 2020",Brant County Health Unit,10,7,6.5,23,8,15,0,0,0,0
"November 6, 2020",Brant County Health Unit,6,8,3.9,5,11,3.3,0,0,0,0
"November 7, 2020",Brant County Health Unit,4,8,2.6,4,10,2.6,0,0,0,0
"November 8, 2020",Brant County Health Unit,5,7,3.3,2,9,1.3,0,0,0,0
"November 9, 2020",Brant County Health Unit,5,6,3.3,5,8,3.3,0,0,0,0
"November 10, 2020",Brant County Health Unit,12,6,7.8,6,7,3.9,0,0,0,0
"November 11, 2020",Brant County Health Unit,10,7,6.5,7,7,4.6,0,0,0,0
"November 12, 2020",Brant County Health Unit,9,7,5.9,8,7,5.2,1,0.7,0,0
"November 13, 2020",Brant County Health Unit,7,7,4.6,6,5,3.9,0,0,0,0
"November 14, 2020",Brant County Health Unit,10,7,6.5,12,5,7.8,1,0.7,0,0
"November 15, 2020",Brant County Health Unit,12,8,7.8,4,7,2.6,0,0,0,0
"November 16, 2020",Brant County Health Unit,7,9,4.6,9,7,5.9,0,0,0,0
"November 17, 2020",Brant County Health Unit,8,10,5.2,3,7,2,0,0,0,0
"November 18, 2020",Brant County Health Unit,18,9,11.7,8,7,5.2,0,0,0,0
"November 19, 2020",Brant County Health Unit,11,10,7.2,19,7,12.4,2,1.3,0,0
"November 20, 2020",Brant County Health Unit,9,10,5.9,5,9,3.3,0,0,0,0
"November 21, 2020",Brant County Health Unit,8,11,5.2,12,9,7.8,0,0,0,0
"November 22, 2020",Brant County Health Unit,9,10,5.9,15,9,9.8,0,0,0,0
"November 23, 2020",Brant County Health Unit,10,10,6.5,10,10,6.5,0,0,0,0
"November 24, 2020",Brant County Health Unit,9,10,5.9,5,10,3.3,0,0,0,0
"November 25, 2020",Brant County Health Unit,10,11,6.5,13,11,8.5,0,0,0,0
"November 26, 2020",Brant County Health Unit,7,9,4.6,5,11,3.3,1,0.7,0,0
"November 27, 2020",Brant County Health Unit,7,9,4.6,4,9,2.6,1,0.7,0,0
"November 28, 2020",Brant County Health Unit,6,9,3.9,13,9,8.5,0,0,0,0
"November 29, 2020",Brant County Health Unit,5,8,3.3,12,9,7.8,0,0,0,0
"November 30, 2020",Brant County Health Unit,6,8,3.9,2,9,1.3,0,0,0,0
"December 1, 2020",Brant County Health Unit,10,7,6.5,9,8,5.9,0,0,0,0
"December 2, 2020",Brant County Health Unit,9,7,5.9,10,8,6.5,0,0,0,0
"December 3, 2020",Brant County Health Unit,7,7,4.6,4,8,2.6,0,0,0,0
"December 4, 2020",Brant County Health Unit,9,7,5.9,7,8,4.6,0,0,0,0
"December 5, 2020",Brant County Health Unit,12,7,7.8,10,8,6.5,1,0.7,0,0
"December 6, 2020",Brant County Health Unit,16,8,10.4,5,8,3.3,0,0,0,0
"December 7, 2020",Brant County Health Unit,15,10,9.8,4,7,2.6,0,0,0,0
"December 8, 2020",Brant County Health Unit,11,11,7.2,12,7,7.8,0,0,0,0
"December 9, 2020",Brant County Health Unit,27,11,17.6,16,7,10.4,1,0.7,0,0
"December 10, 2020",Brant County Health Unit,9,14,5.9,10,8,6.5,0,0,0,0
"December 11, 2020",Brant County Health Unit,15,14,9.8,14,9,9.1,0,0,0,0
"December 12, 2020",Brant County Health Unit,13,15,8.5,23,10,15,0,0,0,0
"December 13, 2020",Brant County Health Unit,13,15,8.5,21,12,13.7,1,0.7,0,0
"December 14, 2020",Brant County Health Unit,14,15,9.1,13,14,8.5,0,0,0,0
"December 15, 2020",Brant County Health Unit,22,15,14.3,14,16,9.1,0,0,0,0
"December 16, 2020",Brant County Health Unit,21,16,13.7,14,16,9.1,0,0,0,0
"December 17, 2020",Brant County Health Unit,9,15,5.9,22,16,14.3,1,0.7,0,0
"December 18, 2020",Brant County Health Unit,15,15,9.8,13,17,8.5,0,0,1,0.7
"December 19, 2020",Brant County Health Unit,12,15,7.8,14,17,9.1,0,0,0,0
"December 20, 2020",Brant County Health Unit,8,15,5.2,5,16,3.3,1,0.7,0,0
"December 21, 2020",Brant County Health Unit,17,14,11.1,13,14,8.5,0,0,0,0
"December 22, 2020",Brant County Health Unit,14,15,9.1,18,14,11.7,1,0.7,0,0
"December 23, 2020",Brant County Health Unit,17,14,11.1,16,14,10.4,0,0,0,0
"December 24, 2020",Brant County Health Unit,22,13,14.3,3,14,2,0,0,0,0
"December 25, 2020",Brant County Health Unit,15,15,9.8,12,12,7.8,0,0,0,0
"December 26, 2020",Brant County Health Unit,24,15,15.6,14,12,9.1,0,0,0,0
"December 27, 2020",Brant County Health Unit,16,17,10.4,7,12,4.6,1,0.7,0,0
"December 28, 2020",Brant County Health Unit,22,18,14.3,28,12,18.2,0,0,0,0
"December 29, 2020",Brant County Health Unit,21,19,13.7,16,14,10.4,0,0,0,0
"December 30, 2020",Brant County Health Unit,26,20,16.9,21,14,13.7,1,0.7,0,0
"December 31, 2020",Brant County Health Unit,31,21,20.2,24,14,15.6,0,0,0,0
"January 1, 2021",Brant County Health Unit,31,22,20.2,25,17,16.3,1,0.7,0,0
"January 2, 2021",Brant County Health Unit,17,24,11.1,21,19,13.7,0,0,0,0
"January 3, 2021",Brant County Health Unit,18,23,11.7,32,20,20.8,2,1.3,0,0
"January 4, 2021",Brant County Health Unit,24,24,15.6,12,24,7.8,0,0,0,0
"January 5, 2021",Brant County Health Unit,25,24,16.3,28,22,18.2,0,0,0,0
"January 6, 2021",Brant County Health Unit,28,25,18.2,40,23,26,0,0,0,0
"January 7, 2021",Brant County Health Unit,15,25,9.8,15,26,9.8,0,0,0,0
"January 8, 2021",Brant County Health Unit,14,23,9.1,27,25,17.6,0,0,0,0
"January 9, 2021",Brant County Health Unit,10,20,6.5,28,25,18.2,0,0,0,0
"January 10, 2021",Brant County Health Unit,9,19,5.9,9,26,5.9,0,0,0,0
"January 11, 2021",Brant County Health Unit,20,18,13,14,23,9.1,1,0.7,0,0
"January 12, 2021",Brant County Health Unit,14,17,9.1,21,23,13.7,1,0.7,0,0
"January 13, 2021",Brant County Health Unit,12,16,7.8,31,22,20.2,0,0,0,0
"January 14, 2021",Brant County Health Unit,6,13,3.9,24,21,15.6,1,0.7,0,0
"January 15, 2021",Brant County Health Unit,11,12,7.2,13,22,8.5,0,0,0,0
"January 16, 2021",Brant County Health Unit,11,12,7.2,9,20,5.9,0,0,0,0
"January 17, 2021",Brant County Health Unit,6,12,3.9,10,17,6.5,2,1.3,0,0
"January 18, 2021",Brant County Health Unit,11,11,7.2,5,17,3.3,2,1.3,0,0
"January 19, 2021",Brant County Health Unit,12,10,7.8,6,16,3.9,2,1.3,0,0
"January 20, 2021",Brant County Health Unit,7,10,4.6,13,14,8.5,1,0.7,1,0.7
"January 21, 2021",Brant County Health Unit,7,9,4.6,11,11,7.2,0,0,0,0
"January 22, 2021",Brant County Health Unit,13,9,8.5,13,10,8.5,0,0,0,0
"January 23, 2021",Brant County Health Unit,7,10,4.6,6,10,3.9,0,0,0,0
"January 24, 2021",Brant County Health Unit,2,9,1.3,7,9,4.6,0,0,0,0
"January 25, 2021",Brant County Health Unit,9,8,5.9,13,9,8.5,0,0,0,0
"January 26, 2021",Brant County Health Unit,9,8,5.9,12,10,7.8,2,1.3,0,0
"January 27, 2021",Brant County Health Unit,1,8,0.7,5,11,3.3,0,0,0,0
"January 28, 2021",Brant County Health Unit,4,7,2.6,8,10,5.2,0,0,0,0
"January 29, 2021",Brant County Health Unit,7,6,4.6,6,9,3.9,0,0,1,0.7
"January 30, 2021",Brant County Health Unit,8,6,5.2,6,8,3.9,0,0,0,0
"January 31, 2021",Brant County Health Unit,5,6,3.3,4,8,2.6,0,0,2,1.3
"February 1, 2021",Brant County Health Unit,10,6,6.5,4,8,2.6,0,0,0,0
"February 2, 2021",Brant County Health Unit,12,6,7.8,4,6,2.6,0,0,0,0
"February 3, 2021",Brant County Health Unit,5,7,3.3,18,5,11.7,0,0,0,0
"February 4, 2021",Brant County Health Unit,18,7,11.7,5,7,3.3,0,0,2,1.3
"February 5, 2021",Brant County Health Unit,8,9,5.2,10,7,6.5,0,0,0,0
"February 6, 2021",Brant County Health Unit,6,9,3.9,22,7,14.3,0,0,0,0
"February 7, 2021",Brant County Health Unit,12,9,7.8,6,10,3.9,0,0,0,0
"February 8, 2021",Brant County Health Unit,8,10,5.2,13,10,8.5,0,0,0,0
"February 9, 2021",Brant County Health Unit,8,10,5.2,0,11,0,0,0,0,0
"February 10, 2021",Brant County Health Unit,5,9,3.3,5,11,3.3,0,0,0,0
"February 11, 2021",Brant County Health Unit,8,9,5.2,14,9,9.1,0,0,0,0
"February 12, 2021",Brant County Health Unit,8,8,5.2,1,10,0.7,0,0,0,0
"February 13, 2021",Brant County Health Unit,9,8,5.9,13,9,8.5,0,0,0,0
"February 14, 2021",Brant County Health Unit,8,8,5.2,7,7,4.6,0,0,0,0
"February 15, 2021",Brant County Health Unit,8,8,5.2,6,8,3.9,0,0,0,0
"February 16, 2021",Brant County Health Unit,9,8,5.9,11,7,7.2,0,0,0,0
"February 17, 2021",Brant County Health Unit,16,8,10.4,4,8,2.6,0,0,0,0
"February 18, 2021",Brant County Health Unit,8,9,5.2,7,8,4.6,0,0,0,0
